soc_code,onet_soc_code,occupation_title,task,task_type,source_date,rank
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers","Direct and monitor the transfer of mature fish to lakes, ponds, streams, or commercial tanks.",Core,11/2020,4
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers","Determine how to allocate resources and to respond to unanticipated problems, such as insect infestation, drought, and fire.",Core,11/2020,5
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers","Determine plant growing conditions, such as greenhouses, hydroponics, or natural settings, and set planting and care schedules.",Core,11/2020,6
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers","Devise and participate in activities to improve fish hatching and growth rates, and to prevent disease in hatcheries.",Core,11/2020,7
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers","Position and regulate plant irrigation systems, and program environmental and irrigation control computers.",Core,11/2020,8
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Prepare reports required by state and federal laws.,Core,11/2020,9
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers","Inspect facilities and equipment for signs of disrepair, and perform necessary maintenance work.",Core,11/2020,10
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers","Maintain financial, operational, production, or employment records for farms or ranches.",Core,11/2020,11
11-9013,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers","Coordinate clerical, record-keeping, inventory, requisitioning, and marketing activities.",Core,11/2020,12
11-9021,11-9021.00,Construction Managers,"Confer with supervisory personnel, owners, contractors, or design professionals to discuss and resolve matters, such as work procedures, complaints, or construction problems.",Core,08/2025,1
11-9021,11-9021.00,Construction Managers,"Plan, organize, or direct activities concerned with the construction or maintenance of structures, facilities, or systems.",Core,08/2025,2
11-9021,11-9021.00,Construction Managers,Determine labor requirements for dispatching workers to construction sites.,Core,08/2025,3
11-9021,11-9021.00,Construction Managers,Inspect or review projects to monitor compliance with building and safety codes or other regulations.,Core,08/2025,4
11-9021,11-9021.00,Construction Managers,Study job specifications to determine appropriate construction methods.,Core,08/2025,5
11-9021,11-9021.00,Construction Managers,"Prepare and submit budget estimates, progress reports, or cost tracking reports.",Core,08/2025,6
11-9021,11-9021.00,Construction Managers,Develop or implement quality control programs.,Core,08/2025,7
11-9021,11-9021.00,Construction Managers,Develop or implement environmental protection programs.,Core,08/2025,8
11-9021,11-9021.00,Construction Managers,Implement training programs on environmentally responsible building topics to update employee skills and knowledge.,Core,08/2025,9
11-9021,11-9021.00,Construction Managers,Inspect or review projects to monitor compliance with environmental regulations.,Core,08/2025,10
11-9021,11-9021.00,Construction Managers,"Perform, or contract others to perform, pre-building assessments, such as conceptual cost estimating, rough order of magnitude estimating, feasibility, or energy efficiency, environmental, and sustainability assessments.",Core,08/2025,11
11-9021,11-9021.00,Construction Managers,"Secure third-party verification from sources, such as Leadership in Energy Efficient Design (LEED), to ensure responsible design and building activities or to achieve favorable LEED ratings for building projects.",Core,08/2025,12
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Confer with parents and staff to discuss educational activities and policies and students' behavioral or learning problems.,Core,08/2018,1
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare","Determine allocations of funds for staff, supplies, materials, and equipment and authorize purchases.",Core,08/2018,2
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare","Recruit, hire, train, and evaluate primary and supplemental staff and recommend personnel actions for programs and services.",Core,08/2018,3
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare","Collect and analyze survey data, regulatory information, and demographic and employment trends to forecast enrollment patterns and the need for curriculum changes.",Core,08/2018,4
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Monitor students' progress and provide students and teachers with assistance in resolving any problems.,Core,08/2018,5
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare","Direct and coordinate activities of teachers or administrators at daycare centers, schools, public agencies, or institutions.",Core,08/2018,6
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare","Plan, direct, and monitor instructional methods and content of educational, vocational, or student activity programs.",Core,08/2018,7
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare","Review and interpret government codes and develop procedures to meet codes and to ensure facility safety, security, and maintenance.",Core,08/2018,8
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Determine the scope of educational program offerings and prepare drafts of program schedules and descriptions to estimate staffing and facility requirements.,Core,08/2018,9
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Teach classes or courses or provide direct care to children.,Core,08/2018,10
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare","Write articles, manuals, and other publications and assist in the distribution of promotional literature about programs and facilities.",Core,08/2018,11
11-9031,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare","Prepare and maintain attendance, activity, planning, accounting, or personnel reports and records for officials and agencies, or direct preparation and maintenance activities.",Core,08/2018,12
11-9032,11-9032.00,"Education Administrators, Kindergarten through Secondary","Review and approve new programs, or recommend modifications to existing programs, submitting program proposals for school board approval as necessary.",Core,08/2025,1
11-9032,11-9032.00,"Education Administrators, Kindergarten through Secondary","Confer with parents and staff to discuss educational activities, policies, and student behavior or learning problems.",Core,08/2025,2
11-9032,11-9032.00,"Education Administrators, Kindergarten through Secondary","Prepare and submit budget requests and recommendations, or grant proposals to solicit program funding.",Core,08/2025,3
11-9032,11-9032.00,"Education Administrators, Kindergarten through Secondary","Counsel and provide guidance to students regarding personal, academic, vocational, or behavioral issues.",Core,08/2025,4
11-9032,11-9032.00,"Education Administrators, Kindergarten through Secondary","Organize and direct committees of specialists, volunteers, and staff to provide technical and advisory assistance for programs.",Core,08/2025,5
11-9032,11-9032.00,"Education Administrators, Kindergarten through Secondary","Plan and develop instructional methods and content for educational, vocational, or student activity programs.",Core,08/2025,6
