soc_code,onet_soc_code,occupation_title,knowledge_area,importance,source_date,rank
11-9131,11-9131.00,Postmasters and Mail Superintendents,Personnel and Human Resources,3.59,07/2016,7
11-9131,11-9131.00,Postmasters and Mail Superintendents,Mathematics,3.59,07/2016,8
11-9131,11-9131.00,Postmasters and Mail Superintendents,Administrative,3.58,07/2016,9
11-9131,11-9131.00,Postmasters and Mail Superintendents,Computers and Electronics,3.57,07/2016,10
11-9131,11-9131.00,Postmasters and Mail Superintendents,Transportation,3.54,07/2016,11
11-9131,11-9131.00,Postmasters and Mail Superintendents,Law and Government,3.25,07/2016,12
11-9131,11-9131.00,Postmasters and Mail Superintendents,Psychology,3.07,07/2016,13
11-9131,11-9131.00,Postmasters and Mail Superintendents,Economics and Accounting,3.0,07/2016,14
11-9131,11-9131.00,Postmasters and Mail Superintendents,Communications and Media,2.78,07/2016,15
11-9151,11-9151.00,Social and Community Service Managers,Customer and Personal Service,4.61,08/2018,1
11-9151,11-9151.00,Social and Community Service Managers,Administration and Management,4.37,08/2018,2
11-9151,11-9151.00,Social and Community Service Managers,English Language,4.29,08/2018,3
11-9151,11-9151.00,Social and Community Service Managers,Psychology,4.06,08/2018,4
11-9151,11-9151.00,Social and Community Service Managers,Education and Training,3.92,08/2018,5
11-9151,11-9151.00,Social and Community Service Managers,Personnel and Human Resources,3.73,08/2018,6
11-9151,11-9151.00,Social and Community Service Managers,Therapy and Counseling,3.7,08/2018,7
11-9151,11-9151.00,Social and Community Service Managers,Public Safety and Security,3.47,08/2018,8
11-9151,11-9151.00,Social and Community Service Managers,Administrative,3.46,08/2018,9
11-9151,11-9151.00,Social and Community Service Managers,Sociology and Anthropology,3.42,08/2018,10
11-9151,11-9151.00,Social and Community Service Managers,Mathematics,3.33,08/2018,11
11-9151,11-9151.00,Social and Community Service Managers,Computers and Electronics,3.29,08/2018,12
11-9151,11-9151.00,Social and Community Service Managers,Law and Government,3.16,08/2018,13
11-9151,11-9151.00,Social and Community Service Managers,Communications and Media,2.98,08/2018,14
11-9151,11-9151.00,Social and Community Service Managers,Economics and Accounting,2.8,08/2018,15
11-9171,11-9171.00,Funeral Home Managers,Customer and Personal Service,4.67,08/2024,1
11-9171,11-9171.00,Funeral Home Managers,Administration and Management,4.38,08/2024,2
11-9171,11-9171.00,Funeral Home Managers,English Language,4.27,08/2024,3
11-9171,11-9171.00,Funeral Home Managers,Administrative,4.05,08/2024,4
11-9171,11-9171.00,Funeral Home Managers,Economics and Accounting,3.74,08/2024,5
11-9171,11-9171.00,Funeral Home Managers,Sales and Marketing,3.59,08/2024,6
11-9171,11-9171.00,Funeral Home Managers,Psychology,3.58,08/2024,7
11-9171,11-9171.00,Funeral Home Managers,Personnel and Human Resources,3.55,08/2024,8
11-9171,11-9171.00,Funeral Home Managers,Computers and Electronics,3.4,08/2024,9
11-9171,11-9171.00,Funeral Home Managers,Biology,3.17,08/2024,10
11-9171,11-9171.00,Funeral Home Managers,Education and Training,3.17,08/2024,11
11-9171,11-9171.00,Funeral Home Managers,Mathematics,3.12,08/2024,12
11-9171,11-9171.00,Funeral Home Managers,Law and Government,3.06,08/2024,13
11-9171,11-9171.00,Funeral Home Managers,Communications and Media,3.0,08/2024,14
11-9171,11-9171.00,Funeral Home Managers,Sociology and Anthropology,2.92,08/2024,15
11-9179,11-9179.02,Spa Managers,Administrative,4.38,07/2012,1
11-9179,11-9179.02,Spa Managers,Customer and Personal Service,4.29,07/2012,2
11-9179,11-9179.02,Spa Managers,Administration and Management,4.18,07/2012,3
11-9179,11-9179.02,Spa Managers,English Language,3.92,07/2012,4
11-9179,11-9179.02,Spa Managers,Education and Training,3.67,07/2012,5
11-9179,11-9179.02,Spa Managers,Personnel and Human Resources,3.56,07/2012,6
11-9179,11-9179.02,Spa Managers,Sales and Marketing,3.43,07/2012,7
11-9179,11-9179.02,Spa Managers,Mathematics,3.38,07/2012,8
11-9179,11-9179.02,Spa Managers,Economics and Accounting,3.22,07/2012,9
11-9179,11-9179.02,Spa Managers,Psychology,2.84,07/2012,10
11-9179,11-9179.02,Spa Managers,Communications and Media,2.8,07/2012,11
11-9179,11-9179.02,Spa Managers,Computers and Electronics,2.57,07/2012,12
11-9179,11-9179.02,Spa Managers,Therapy and Counseling,2.55,07/2012,13
11-9179,11-9179.02,Spa Managers,Telecommunications,2.38,07/2012,14
11-9179,11-9179.02,Spa Managers,Medicine and Dentistry,2.2,07/2012,15
11-9199,11-9199.02,Compliance Managers,Law and Government,4.56,08/2019,1
11-9199,11-9199.02,Compliance Managers,English Language,4.53,08/2019,2
11-9199,11-9199.10,Wind Energy Development Managers,Administration and Management,4.1,07/2016,3
11-9199,11-9199.09,Wind Energy Operations Managers,Administration and Management,4.09,08/2021,4
11-9199,11-9199.02,Compliance Managers,Administration and Management,4.06,08/2019,5
11-9199,11-9199.09,Wind Energy Operations Managers,Mechanical,3.92,08/2021,6
11-9199,11-9199.10,Wind Energy Development Managers,English Language,3.82,07/2016,7
11-9199,11-9199.10,Wind Energy Development Managers,Building and Construction,3.77,07/2016,8
11-9199,11-9199.02,Compliance Managers,Customer and Personal Service,3.72,08/2019,9
11-9199,11-9199.02,Compliance Managers,Personnel and Human Resources,3.68,08/2019,10
11-9199,11-9199.10,Wind Energy Development Managers,Engineering and Technology,3.67,07/2016,11
11-9199,11-9199.09,Wind Energy Operations Managers,Engineering and Technology,3.63,08/2021,12
11-9199,11-9199.02,Compliance Managers,Computers and Electronics,3.6,08/2019,13
11-9199,11-9199.09,Wind Energy Operations Managers,Public Safety and Security,3.5,08/2021,14
11-9199,11-9199.09,Wind Energy Operations Managers,Personnel and Human Resources,3.48,08/2021,15
13-1011,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Customer and Personal Service,4.37,08/2020,1
13-1011,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Sales and Marketing,4.03,08/2020,2
13-1011,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",English Language,3.91,08/2020,3
13-1011,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Administration and Management,3.84,08/2020,4
13-1011,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Fine Arts,3.74,08/2020,5
13-1011,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Communications and Media,3.69,08/2020,6
13-1011,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Administrative,3.41,08/2020,7
13-1011,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Personnel and Human Resources,3.09,08/2020,8
13-1011,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Economics and Accounting,2.9,08/2020,9
13-1011,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Mathematics,2.53,08/2020,10
13-1011,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Computers and Electronics,2.52,08/2020,11
13-1011,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Telecommunications,2.39,08/2020,12
13-1011,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Psychology,2.35,08/2020,13
13-1011,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Education and Training,2.31,08/2020,14
13-1011,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Law and Government,2.22,08/2020,15
13-1021,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Mathematics,3.98,07/2013,1
13-1021,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Customer and Personal Service,3.92,07/2013,2
13-1021,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Transportation,3.9,07/2013,3
13-1021,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Economics and Accounting,3.88,07/2013,4
13-1021,13-1021.00,"Buyers and Purchasing Agents, Farm Products",English Language,3.88,07/2013,5
13-1021,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Sales and Marketing,3.69,07/2013,6
13-1021,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Computers and Electronics,3.6,07/2013,7
13-1021,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Administration and Management,3.55,07/2013,8
13-1021,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Food Production,3.44,07/2013,9
13-1021,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Production and Processing,3.22,07/2013,10
13-1021,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Law and Government,3.14,07/2013,11
13-1021,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Public Safety and Security,3.08,07/2013,12
13-1021,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Education and Training,2.78,07/2013,13
13-1021,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Geography,2.74,07/2013,14
13-1021,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Administrative,2.69,07/2013,15
13-1022,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Sales and Marketing,3.82,07/2015,1
13-1022,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Customer and Personal Service,3.73,07/2015,2
13-1022,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",English Language,3.61,07/2015,3
13-1022,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Mathematics,3.57,07/2015,4
13-1022,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Administration and Management,3.41,07/2015,5
13-1022,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Computers and Electronics,3.4,07/2015,6
13-1022,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Economics and Accounting,3.2,07/2015,7
13-1022,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Communications and Media,2.73,07/2015,8
13-1022,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Administrative,2.62,07/2015,9
13-1022,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Production and Processing,2.46,07/2015,10
13-1022,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Mechanical,2.16,07/2015,11
13-1022,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Education and Training,2.06,07/2015,12
13-1022,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Law and Government,2.05,07/2015,13
13-1022,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Telecommunications,1.98,07/2015,14
13-1022,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Personnel and Human Resources,1.95,07/2015,15
13-1031,13-1031.00,"Claims Adjusters, Examiners, and Investigators",Customer and Personal Service,4.7,08/2022,1
13-1031,13-1031.00,"Claims Adjusters, Examiners, and Investigators",English Language,4.42,08/2022,2
13-1031,13-1031.00,"Claims Adjusters, Examiners, and Investigators",Administrative,3.82,08/2022,3
13-1031,13-1031.00,"Claims Adjusters, Examiners, and Investigators",Mathematics,3.66,08/2022,4
13-1031,13-1031.00,"Claims Adjusters, Examiners, and Investigators",Computers and Electronics,3.43,08/2022,5
13-1031,13-1031.00,"Claims Adjusters, Examiners, and Investigators",Law and Government,3.31,08/2022,6
13-1031,13-1031.00,"Claims Adjusters, Examiners, and Investigators",Administration and Management,3.08,08/2022,7
13-1031,13-1031.00,"Claims Adjusters, Examiners, and Investigators",Economics and Accounting,3.04,08/2022,8
13-1031,13-1031.00,"Claims Adjusters, Examiners, and Investigators",Education and Training,2.91,08/2022,9
13-1031,13-1031.00,"Claims Adjusters, Examiners, and Investigators",Psychology,2.88,08/2022,10
13-1031,13-1031.00,"Claims Adjusters, Examiners, and Investigators",Medicine and Dentistry,2.72,08/2022,11
13-1031,13-1031.00,"Claims Adjusters, Examiners, and Investigators",Communications and Media,2.71,08/2022,12
13-1031,13-1031.00,"Claims Adjusters, Examiners, and Investigators",Therapy and Counseling,2.58,08/2022,13
13-1031,13-1031.00,"Claims Adjusters, Examiners, and Investigators",Personnel and Human Resources,2.43,08/2022,14
13-1031,13-1031.00,"Claims Adjusters, Examiners, and Investigators",Telecommunications,2.33,08/2022,15
13-1032,13-1032.00,"Insurance Appraisers, Auto Damage",Customer and Personal Service,4.23,07/2016,1
13-1032,13-1032.00,"Insurance Appraisers, Auto Damage",English Language,3.81,07/2016,2
13-1032,13-1032.00,"Insurance Appraisers, Auto Damage",Computers and Electronics,3.36,07/2016,3
13-1032,13-1032.00,"Insurance Appraisers, Auto Damage",Mechanical,3.23,07/2016,4
13-1032,13-1032.00,"Insurance Appraisers, Auto Damage",Administrative,3.15,07/2016,5
13-1032,13-1032.00,"Insurance Appraisers, Auto Damage",Education and Training,2.95,07/2016,6
13-1032,13-1032.00,"Insurance Appraisers, Auto Damage",Law and Government,2.76,07/2016,7
13-1032,13-1032.00,"Insurance Appraisers, Auto Damage",Mathematics,2.74,07/2016,8
13-1032,13-1032.00,"Insurance Appraisers, Auto Damage",Transportation,2.47,07/2016,9
13-1032,13-1032.00,"Insurance Appraisers, Auto Damage",Administration and Management,2.35,07/2016,10
13-1032,13-1032.00,"Insurance Appraisers, Auto Damage",Communications and Media,2.27,07/2016,11
13-1032,13-1032.00,"Insurance Appraisers, Auto Damage",Production and Processing,2.25,07/2016,12
13-1032,13-1032.00,"Insurance Appraisers, Auto Damage",Economics and Accounting,2.21,07/2016,13
13-1032,13-1032.00,"Insurance Appraisers, Auto Damage",Telecommunications,2.2,07/2016,14
13-1032,13-1032.00,"Insurance Appraisers, Auto Damage",Foreign Language,1.98,07/2016,15
13-1041,13-1041.03,Equal Opportunity Representatives and Officers,Law and Government,4.43,07/2015,1
13-1041,13-1041.04,Government Property Inspectors and Investigators,English Language,4.42,07/2016,2
13-1041,13-1041.04,Government Property Inspectors and Investigators,Customer and Personal Service,4.33,07/2016,3
13-1041,13-1041.04,Government Property Inspectors and Investigators,Public Safety and Security,4.25,07/2016,4
13-1041,13-1041.00,Compliance Officers,Law and Government,4.1,11/2020,5
13-1041,13-1041.04,Government Property Inspectors and Investigators,Building and Construction,3.99,07/2016,6
13-1041,13-1041.00,Compliance Officers,English Language,3.98,11/2020,7
13-1041,13-1041.03,Equal Opportunity Representatives and Officers,English Language,3.97,07/2015,8
13-1041,13-1041.00,Compliance Officers,Customer and Personal Service,3.94,11/2020,9
13-1041,13-1041.03,Equal Opportunity Representatives and Officers,Personnel and Human Resources,3.92,07/2015,10
13-1041,13-1041.04,Government Property Inspectors and Investigators,Law and Government,3.79,07/2016,11
13-1041,13-1041.03,Equal Opportunity Representatives and Officers,Customer and Personal Service,3.78,07/2015,12
13-1041,13-1041.04,Government Property Inspectors and Investigators,Administrative,3.66,07/2016,13
13-1041,13-1041.04,Government Property Inspectors and Investigators,Engineering and Technology,3.5,07/2016,14
13-1041,13-1041.04,Government Property Inspectors and Investigators,Computers and Electronics,3.49,07/2016,15
13-1071,13-1071.00,Human Resources Specialists,Personnel and Human Resources,4.62,08/2019,1
13-1071,13-1071.00,Human Resources Specialists,Administrative,3.94,08/2019,2
13-1071,13-1071.00,Human Resources Specialists,Administration and Management,3.83,08/2019,3
13-1071,13-1071.00,Human Resources Specialists,English Language,3.81,08/2019,4
13-1071,13-1071.00,Human Resources Specialists,Customer and Personal Service,3.49,08/2019,5
13-1071,13-1071.00,Human Resources Specialists,Law and Government,3.3,08/2019,6
